division,team,player_nick,player_display,player_slug,riot_id,opgg_url,role,roster_status,is_captain
División 3,Phoenix Ascend,KOI Erpota77#5937,KOI Erpota77,,Erpota77#ERP,https://www.op.gg/summoners/euw/Erpota77-ERP,,Jugador,
División 3,AzE,watata#3632,watata,,sav1or c0mplex#dog,https://www.op.gg/summoners/euw/sav1or%20c0mplex-dog,,Staff,
División 3,AzE,moginoo#2422,moginoo,,rekkles catalan#AZE,https://www.op.gg/summoners/euw/rekkles%20catalan-AZE,,Propietario,
División 3,AzE,AzE Buiz#9563,AzE Buiz,,Xpeke Galeguista#WIWI,https://www.op.gg/summoners/euw/Xpeke%20Galeguista-WIWI,,Capitán,
División 3,AzE,El Kaiser Johnny#2381,El Kaiser Johnny,,El Kaiser Johnny#1412,https://www.op.gg/summoners/euw/El%20Kaiser%20Johnny-1412,,Reserva,
División 3,AzE,Meiq#5912,Meiq,,Meiq#angel,https://www.op.gg/summoners/euw/Meiq-angel,,Jugador,
División 3,AzE,Aileri#5527,Aileri,,Machita#GOD,https://www.op.gg/summoners/euw/Machita-GOD,,Jugador,
División 3,AzE,Δkrantor#8159,Δkrantor,,Δkrantor#CAST,https://www.op.gg/summoners/euw/%CE%94krantor-CAST,,Jugador,
División 3,AzE,Bala#1118,Bala,,Bala#ornn,https://www.op.gg/summoners/euw/Bala-ornn,,Jugador,
División 3,AzE,NerVer#6955,NerVer,,NerVer#1511,https://www.op.gg/summoners/euw/NerVer-1511,,Jugador,
División 3,AzE,Bon Calso#6468,Cesti,,Bon Calso#CEST1,https://www.op.gg/summoners/euw/Bon%20Calso-CEST1,,Jugador,
División 3,AzE,DemonChosen#6785,DemonChosen,,GMK Demon#LEE,https://www.op.gg/summoners/euw/GMK%20Demon-LEE,,Jugador,
División 3,Azure Dragons,MarcMef#3964,MarcMef,,AZR Numeritos#AZR,https://www.op.gg/summoners/euw/AZR%20Numeritos-AZR,,Entrenador,
División 3,Azure Dragons,Tryndąmere#7663,Tryndąmere,,AZR Tryndąmere#精益求精,https://www.op.gg/summoners/euw/AZR%20Trynd%C4%85mere-%E7%B2%BE%E7%9B%8A%E6%B1%82%E7%B2%BE,,Propietario,
División 3,Azure Dragons,SKX NotAz3r#2986,SKX NotAz3r,,SKX NotAz3r#TOP,https://www.op.gg/summoners/euw/SKX%20NotAz3r-TOP,,Capitán,
División 3,Azure Dragons,Hynti#5586,Hynti,,Hynti#SSANG,https://www.op.gg/summoners/euw/Hynti-SSANG,,Reserva,
División 3,Azure Dragons,Poke#2145,Poke,,Poke#ideal,https://www.op.gg/summoners/euw/Poke-ideal,,Reserva,
División 3,Azure Dragons,6ick9ine#3536,6ick9ine,,6ick9ine#1469,https://www.op.gg/summoners/euw/6ick9ine-1469,,Reserva,
División 3,Azure Dragons,Haise Darrow#3837,Haise Darrow,,Haise Darrow#EUW,https://www.op.gg/summoners/euw/Haise%20Darrow-EUW,,Reserva,
División 3,Azure Dragons,Hygoneta#2860,Hygoneta,,Galician Canyon#DPT,https://www.op.gg/summoners/euw/Galician%20Canyon-DPT,,Reserva,
División 3,Azure Dragons,SKX Budha#8870,SKX Budha,,SKX Budha#JNG,https://www.op.gg/summoners/euw/SKX%20Budha-JNG,,Jugador,
División 3,Team Meet Valhalla,why always me#3840,why always me,,Mesitas#WIN,https://www.op.gg/summoners/euw/Mesitas-WIN,,Propietario,
División 3,Team Meet Valhalla,Xopo#5878,Xopo,,Xopo#1313,https://www.op.gg/summoners/euw/Xopo-1313,,Capitán,
División 3,Team Meet Valhalla,hajime kashimo#5233,hajime kashimo,,hajime kashimo#HIM,https://www.op.gg/summoners/euw/hajime%20kashimo-HIM,,Mánager,
División 3,Team Meet Valhalla,PetasuuHh#2083,PetasuuHh,,PetasuuHh#EUW,https://www.op.gg/summoners/euw/PetasuuHh-EUW,,Jugador,
División 3,Team Meet Valhalla,HYO ElDestroyer#7936,HYO ElDestroyer,,HYO ElDestroyer#HYO,https://www.op.gg/summoners/euw/HYO%20ElDestroyer-HYO,,Jugador,
División 3,Team Meet Valhalla,Virllil#1228,Virllil,,Virllil#Vir,https://www.op.gg/summoners/euw/Virllil-Vir,,Jugador,
División 3,Team Meet Valhalla,Samura Seiichi#9980,Samura Seiichi,,Samura Seiichi#からす,https://www.op.gg/summoners/euw/Samura%20Seiichi-%E3%81%8B%E3%82%89%E3%81%99,,Jugador,
División 3,Team Meet Valhalla,DHL Scooby Doo#2279,DHL Scooby Doo,,DHL Scooby Doo#Frøst,https://www.op.gg/summoners/euw/DHL%20Scooby%20Doo-Fr%C3%B8st,,Jugador,
División 3,Team Meet Valhalla,LR DarkResure#4642,LR DarkResure,,LR DarkResure#6969,https://www.op.gg/summoners/euw/LR%20DarkResure-6969,,Jugador,
División 3,Tan’i eSports LoL,kaworu#4708,Lapis,,SUPERRESERVAO#LPS,https://www.op.gg/summoners/euw/SUPERRESERVAO-LPS,,Entrenador,
División 3,Tan’i eSports LoL,que miras maja#1388,que miras maja,,tani cigarro#TNI,https://www.op.gg/summoners/euw/tani%20cigarro-TNI,,Propietario,
División 3,Tan’i eSports LoL,R1chi#5855,R1chi,,R1chi#GLZ,https://www.op.gg/summoners/euw/R1chi-GLZ,,Capitán,
División 3,Tan’i eSports LoL,AxeI Blaze#9438,AxeI Blaze,,Pikii#Pato,https://www.op.gg/summoners/euw/Pikii-Pato,,Jugador,
División 3,Tan’i eSports LoL,satöru gojo#1160,satöru gojo,,Antihero Arc#TROPA,https://www.op.gg/summoners/euw/Antihero%20Arc-TROPA,,Jugador,
División 3,Tan’i eSports LoL,Magico#5567,Magico,,WAGIC365#TROPA,https://www.op.gg/summoners/euw/WAGIC365-TROPA,,Jugador,
División 3,Tan’i eSports LoL,Tar ar ais#5056,Tar ar ais,,nostalgiaaaaaaaa#4322,https://www.op.gg/summoners/euw/nostalgiaaaaaaaa-4322,,Jugador,
División 3,Tan’i eSports LoL,Dextyle#1889,Dextyle,,Dextyle#TROPA,https://www.op.gg/summoners/euw/Dextyle-TROPA,,Jugador,
División 3,Tan’i eSports LoL,sTill DemøN#8415,Calleh,,Calleh#n12,https://www.op.gg/summoners/euw/Calleh-n12,,Jugador,
División 3,Tan’i eSports LoL,Boohis#4482,Boohis,,Patrick Jane#BOO,https://www.op.gg/summoners/euw/Patrick%20Jane-BOO,,Jugador,
División 3,Valkiria's Valhalla,JTejada#3443,JTejada,,JTejada#EUW,https://www.op.gg/summoners/euw/JTejada-EUW,,Entrenador,
División 3,Valkiria's Valhalla,MisterPlatano#5574,MisterPlatano,,MisterPlatano#EUW,https://www.op.gg/summoners/euw/MisterPlatano-EUW,,Propietario,
División 3,Valkiria's Valhalla,Isma96#4514,Isma96,,Isma96#YEEEP,https://www.op.gg/summoners/euw/Isma96-YEEEP,,Capitán,
División 3,Valkiria's Valhalla,MamaTRNT18#4933,MamaTRNT18,,MamaTRNT18#EUW,https://www.op.gg/summoners/euw/MamaTRNT18-EUW,,Capitán,
División 3,Valkiria's Valhalla,Viper Legacy#1052,MarcosHILFE,,DEAF AF 2#BIBE,https://www.op.gg/summoners/euw/DEAF%20AF%202-BIBE,,Jugador,
División 3,Valkiria's Valhalla,Pangolin#2947,Pangolin,,Pangolin#NHN,https://www.op.gg/summoners/euw/Pangolin-NHN,,Jugador,
División 3,Valkiria's Valhalla,Octogenario#9601,Octogenario,,Octogenario#ecb11,https://www.op.gg/summoners/euw/Octogenario-ecb11,,Jugador,
División 3,Valkiria's Valhalla,zialde#9875,zialde,,zialde#3837,https://www.op.gg/summoners/euw/zialde-3837,,Jugador,
División 3,Valkiria's Valhalla,why always me#3840,why always me,,Mesitas#WIN,https://www.op.gg/summoners/euw/Mesitas-WIN,,Jugador,
División 3,Valkiria's Valhalla,Elbodenbob#4281,Elbodenbob,,Elbodenbob#BOOOB,https://www.op.gg/summoners/euw/Elbodenbob-BOOOB,,Jugador,
División 3,Valkiria's Valhalla,Geometrymas#7160,Geometrymas,,Geometrymas#EUW,https://www.op.gg/summoners/euw/Geometrymas-EUW,,Jugador,
División 3,Koryu Budo Kaiju,SonsOfAston#4168,SonsOfAston,,SonsOfAston#EUW,https://www.op.gg/summoners/euw/SonsOfAston-EUW,,Capitán,
División 3,Koryu Budo Kaiju,Hyakko#9236,Hyakko,,Hyakko#219,https://www.op.gg/summoners/euw/Hyakko-219,,Capitán,
División 3,Koryu Budo Kaiju,UEE Useless ADC#2085,UEE Useless ADC,,KB Despo#KAIJU,https://www.op.gg/summoners/euw/KB%20Despo-KAIJU,,Jugador,
División 3,Koryu Budo Kaiju,KB Davura#7407,KB Davura,,KB Davura#KAIJU,https://www.op.gg/summoners/euw/KB%20Davura-KAIJU,,Jugador,
División 3,Koryu Budo Kaiju,J Lgend#2787,J Lgend,,J Lgend#0000,https://www.op.gg/summoners/euw/J%20Lgend-0000,,Jugador,
División 3,Koryu Budo Kaiju,sergiciru#7251,sergiciru,,KB Sergi#KBK,https://www.op.gg/summoners/euw/KB%20Sergi-KBK,,Jugador,
División 3,Koryu Budo Kaiju,QUE GWEN CULO#2943,QUE GWEN CULO,,CULIT0 SEDIENT0#QL0,https://www.op.gg/summoners/euw/CULIT0%20SEDIENT0-QL0,,Jugador,
División 3,VAY eSports LoL,VAY Alxnsx#7011,VAY Alxnsx,,VAY Alxnsx#euw,https://www.op.gg/summoners/euw/VAY%20Alxnsx-euw,,Capitán,
División 3,VAY eSports LoL,ByMaracuya#5068,ByMaracuya,,ByMaracuya#02150,https://www.op.gg/summoners/euw/ByMaracuya-02150,,Capitán,
División 3,VAY eSports LoL,AKA VUELVE#8421,AKA VUELVE,,hoe r1der#angel,https://www.op.gg/summoners/euw/hoe%20r1der-angel,,Capitán,
División 3,VAY eSports LoL,Cerquee10#6069,Cerquee10,,Cerquee10#6154,https://www.op.gg/summoners/euw/Cerquee10-6154,,Jugador,
División 3,VAY eSports LoL,クロミ#6964,クロミ,,クロミ#bpd,https://www.op.gg/summoners/na/%E3%82%AF%E3%83%AD%E3%83%9F-bpd,,Jugador,
División 3,VAY eSports LoL,User deleted,userDeleted,,,,,Jugador,
División 3,VAY eSports LoL,aventurine#7187,aventurine,,bbokari#luvv,https://www.op.gg/summoners/euw/bbokari-luvv,,Jugador,
División 3,VAY eSports LoL,El Sobrao#7397,El Sobrao,,Elsobrao#VOX,https://www.op.gg/summoners/euw/Elsobrao-VOX,,Jugador,
División 3,VAY eSports LoL,LFT Darking#6455,LFT Darking,,VAY Đ4rking#Lore,https://www.op.gg/summoners/euw/VAY%20%C4%904rking-Lore,,Jugador,
División 3,VAY eSports LoL,ÁlvaroRom#9847,ÁlvaroRom,,ÁlvaroRom#kekw,https://www.op.gg/summoners/euw/%C3%81lvaroRom-kekw,,Jugador,
División 3,DimoniX,KE Diamond#3806,Diamond,,DMNX Diamond#DMNX,https://www.op.gg/summoners/euw/DMNX%20Diamond-DMNX,,Staff,
División 3,DimoniX,RD ErreZetta#7014,RD ErreZetta,,RD ErreZetta#COACH,https://www.op.gg/summoners/euw/RD%20ErreZetta-COACH,,Entrenador,
División 3,DimoniX,DMN xSantaah#1494,DMN xSantaah,,DMNX xSantaah#holu,https://www.op.gg/summoners/euw/DMNX%20xSantaah-holu,,Propietario,
División 3,DimoniX,KE xGogui#9682,xGogui,,DMNX xGogui#RHC,https://www.op.gg/summoners/euw/DMNX%20xGogui-RHC,,Capitán,
División 3,DimoniX,MΣDIПΛΛ#5930,MΣDIПΛΛ,,MΣDIПΛΛ#1234,https://www.op.gg/summoners/euw/M%CE%A3DI%D0%9F%CE%9B%CE%9B-1234,,Mánager,
División 3,DimoniX,Lucas999#1996,Lucas999,,Lucas999#MBC,https://www.op.gg/summoners/euw/Lucas999-MBC,,Reserva,
División 3,DimoniX,FG Neon#4170,FG Neon,,DMNX Neon#Keko,https://www.op.gg/summoners/euw/DMNX%20Neon-Keko,,Jugador,
División 3,DimoniX,victor10mar#2241,victor10mar,,victor10mar#EUW,https://www.op.gg/summoners/euw/victor10mar-EUW,,Jugador,
División 3,DimoniX,Farlopinho87#3741,Farlopinho87,,DMNX Farlopez#0487,https://www.op.gg/summoners/euw/DMNX%20Farlopez-0487,,Jugador,
División 3,DimoniX,barrilNuclear#2844,barrilNuclear,,barrilNuclear#EUW,https://www.op.gg/summoners/euw/barrilNuclear-EUW,,Jugador,
División 3,Cyclon Gaming,CG Setnom#3194,CG Setnom,,CG Setnom#EUW,https://www.op.gg/summoners/euw/CG%20Setnom-EUW,,Staff,
División 3,Cyclon Gaming,CG Godfather#9551,CG Godfather,,CG Godfather#2407,https://www.op.gg/summoners/euw/CG%20Godfather-2407,,Staff,
División 3,Cyclon Gaming,Deceller#8132,Deceller,,Deceller#2121,https://www.op.gg/summoners/euw/Deceller-2121,,Staff,
División 3,Cyclon Gaming,CG Serdega#4937,CG Serdega,,CG Serdega#ESP,https://www.op.gg/summoners/euw/CG%20Serdega-ESP,,Capitán,
División 3,Cyclon Gaming,CG Ara#7946,CG Ara,,CG Ara#yaya,https://www.op.gg/summoners/euw/CG%20Ara-yaya,,Jugador,
División 3,Cyclon Gaming,CG Fito#2433,CG Fito,,CG Fito#Fito,https://www.op.gg/summoners/euw/CG%20Fito-Fito,,Jugador,
División 3,Cyclon Gaming,W16#1745,W16,,Wesele16#0303,https://www.op.gg/summoners/euw/Wesele16-0303,,Jugador,
División 3,Cyclon Gaming,CG Fronta#2346,CG Fronta,,CG Fronta#2604,https://www.op.gg/summoners/euw/CG%20Fronta-2604,,Jugador,
División 3,Cyclon Gaming,CG Caessar#2850,CG Caessar,,CG Caessar#EUW,https://www.op.gg/summoners/euw/CG%20Caessar-EUW,,Jugador,
División 3,Cyclon Gaming,GMK Neskym8#9655,Neskym8Arya,,CG Neskym8#Arya,https://www.op.gg/summoners/euw/CG%20Neskym8-Arya,,Jugador,
División 3,Cyclon Gaming,Esquizofrenico#3556,Esquizofrenico,,Esquizofrenico#PAPI,https://www.op.gg/summoners/euw/Esquizofrenico-PAPI,,Jugador,
División 3,Cyclon Gaming,Xayitah Int Acc#6373,Xayitah Int Acc,,Xayitah Int Acc#EUW,https://www.op.gg/summoners/euw/Xayitah%20Int%20Acc-EUW,,Jugador,
División 3,Cyclon Gaming,CG LaKeriaTanto#2710,CG LaKeriaTanto,,CG LaKeriaTanto#5756,https://www.op.gg/summoners/euw/CG%20LaKeriaTanto-5756,,Jugador,
División 3,Cyclon Gaming,CG Saikuron#5274,CG Saikuron,,CG Saikuron#EUW,https://www.op.gg/summoners/euw/CG%20Saikuron-EUW,,Jugador,
División 3,CSN Rinato,Sebas#1707,Sebas,,John Marston#CSN,https://www.op.gg/summoners/euw/John%20Marston-CSN,,Staff,
División 3,CSN Rinato,kaxauuu#2505,kaxauuu,,kaxauuu#CSN,https://www.op.gg/summoners/euw/kaxauuu-CSN,,Propietario,
División 3,CSN Rinato,EES RedBll#1884,RedBll,,HDG RedBll#AST,https://www.op.gg/summoners/euw/HDG%20RedBll-AST,,Capitán,
División 3,CSN Rinato,DontLookDown#8360,DontLookDown,,SeductivePenguin#Pingu,https://www.op.gg/summoners/euw/SeductivePenguin-Pingu,,Jugador,
División 3,CSN Rinato,Puchis#6360,Puchis,,Puchis#Diff,https://www.op.gg/summoners/euw/Puchis-Diff,,Jugador,
División 3,CSN Rinato,Fleinn#9793,Fleinn,,Fleinn#Faker,https://www.op.gg/summoners/euw/Fleinn-Faker,,Jugador,
División 3,CSN Rinato,Fedox#3028,Fedox,,Fredix#888,https://www.op.gg/summoners/euw/Fredix-888,,Jugador,
División 3,CSN Rinato,Abelpombo#3441,Abelpombo,,Abelpombo#6925,https://www.op.gg/summoners/euw/Abelpombo-6925,,Jugador,
División 3,UB Ascensus,eMePe#9261,eMePe,,eMePe#2558,https://www.op.gg/summoners/euw/eMePe-2558,,Capitán,
División 3,UB Ascensus,Skiler99#3758,Skiler99,,Skiler99#420,https://www.op.gg/summoners/euw/Skiler99-420,,Capitán,
División 3,UB Ascensus,ORIZ0N#1148,ORIZ0N,,ORIZ0N#CJL,https://www.op.gg/summoners/euw/ORIZ0N-CJL,,Jugador,
División 3,UB Ascensus,Leavy#1680,Leavy,,Xyszh#001,https://www.op.gg/summoners/euw/Xyszh-001,,Jugador,
División 3,UB Ascensus,Torresinho#7107,Torresinho,,Torresinho#Afre,https://www.op.gg/summoners/euw/Torresinho-Afre,,Jugador,
División 3,UB Ascensus,Daenerys#8725,Daenerys,,Daenerys#AERYS,https://www.op.gg/summoners/euw/Daenerys-AERYS,,Jugador,
División 3,UB Ascensus,BTS Cramitus#2965,Cramitus,,Cramitus#BTS,https://www.op.gg/summoners/euw/Cramitus-BTS,,Jugador,
División 3,UB Ascensus,afransi6#9709,afransi6,,afransi6#666,https://www.op.gg/summoners/euw/afransi6-666,,Jugador,
División 3,UB Ascensus,Sant Cugat#9857,Sant Cugat,,Sant Cugat#Vari,https://www.op.gg/summoners/euw/Sant%20Cugat-Vari,,Jugador,
División 3,UB Ascensus,coachpotato#9303,coachpotato,,coachpotato#EUW,https://www.op.gg/summoners/euw/coachpotato-EUW,,Jugador,
División 3,UB Ascensus,Deltoya#7471,Deltoya,,Deltoya#Vari,https://www.op.gg/summoners/euw/Deltoya-Vari,,Jugador,
División 3,UB Ascensus,Ocana tier D#9149,Ocana tier D,,Ocana tier D#EUW,https://www.op.gg/summoners/euw/Ocana%20tier%20D-EUW,,Jugador,
División 3,SusLeague,WHooKS#6092,WHooKS,,WHooKS#EUW,https://www.op.gg/summoners/euw/WHooKS-EUW,,Propietario,
División 3,SusLeague,heartbreaker#2971,heartbreaker,,luvicide#may,https://www.op.gg/summoners/euw/luvicide-may,,Capitán,
División 3,SusLeague,Garvi#7664,Garvi,,Garvi#000,https://www.op.gg/summoners/euw/Garvi-000,,Jugador,
División 3,SusLeague,Rinnêgan#4361,Rinnêgan,,Rinnêgan#Shhhh,https://www.op.gg/summoners/euw/Rinn%C3%AAgan-Shhhh,,Jugador,
División 3,SusLeague,Lenin#3037,Lenin,,Lenin#ARAM,https://www.op.gg/summoners/euw/Lenin-ARAM,,Jugador,
División 3,SusLeague,Lechubraos#6669,Lechubraos,,Lechubraos#uwu,https://www.op.gg/summoners/euw/Lechubraos-uwu,,Jugador,
División 3,SusLeague,El Madrileñø#8283,El Madrileñø,,SUSODICHO#1313,https://www.op.gg/summoners/euw/SUSODICHO-1313,,Jugador,
División 3,SusLeague,Mølanes#4833,Mølanes,,Molanes#2003,https://www.op.gg/summoners/euw/Molanes-2003,,Jugador,
División 3,AJA,GUAPO Y GUARRO#7160,GUAPO Y GUARRO,,GUAPO Y GUARRO#EUW,https://www.op.gg/summoners/euw/GUAPO%20Y%20GUARRO-EUW,,Capitán,
División 3,AJA,HeaVenlar#2120,HeaVenlar,,HeaVenlar#EUW,https://www.op.gg/summoners/euw/HeaVenlar-EUW,,Jugador,
División 3,AJA,Best Manager EUW#5240,Best Manager EUW,,Tebas Dimision#JAIL,https://www.op.gg/summoners/euw/Tebas%20Dimision-JAIL,,Jugador,
División 3,AJA,Gaattsuu#5937,Gaattsuu,,Hikigaayaa#YUKNO,https://www.op.gg/summoners/euw/Hikigaayaa-YUKNO,,Jugador,
División 3,AJA,LA RANGER#8825,Jesuscpev,,Quevedo#cpev,https://www.op.gg/summoners/euw/Quevedo-cpev,,Jugador,
División 3,AJA,Thresh#5233,Thresh,,Catgpt #grok,https://www.op.gg/summoners/euw/Catgpt%20-grok,,Jugador,
División 3,AJA,MøønFall#9165,MøønFall,,just a failure#moon,https://www.op.gg/summoners/euw/just%20a%20failure-moon,,Jugador,
División 3,AJA,Regi#6666,Regi,,Regi#1708,https://www.op.gg/summoners/euw/Regi-1708,,Jugador,
División 4,Diverbot Papea,HugoSexy#7658,HugoSexy,,HugoSexy#XXX,https://www.op.gg/summoners/euw/HugoSexy-XXX,,Capitán,
División 4,Diverbot Papea,Nino Nakano R34#1080,Nino Nakano R34,,Nino Nakano R34#SDLG,https://www.op.gg/summoners/euw/Nino%20Nakano%20R34-SDLG,,Mánager,
División 4,Diverbot Papea,DaNpRoAsO#4216,DaNpRoAsO,,DaNpRoAsO#EUW,https://www.op.gg/summoners/euw/DaNpRoAsO-EUW,,Jugador,
División 4,Diverbot Papea,Segis#8093,Segis,,Segis#SRS,https://www.op.gg/summoners/euw/Segis-SRS,,Jugador,
División 4,Diverbot Papea,el rongil#6149,el rongil,,el rongil#Papi,https://www.op.gg/summoners/euw/el%20rongil-Papi,,Jugador,
División 4,Diverbot Papea,ELON MOKS#2573,ELON MOKS,,ELON MOKS#MADUR,https://www.op.gg/summoners/euw/ELON%20MOKS-MADUR,,Jugador,
División 4,Diverbot Papea,sSantoo#9030,sSantoo,,sSantoo#888,https://www.op.gg/summoners/euw/sSantoo-888,,Jugador,
División 4,Diverbot Papea,Marse#9970,Marse,,Marse#tts,https://www.op.gg/summoners/euw/Marse-tts,,Jugador,
División 4,Diverbot Papea,ApeMental Frövel#1944,ApeMental Frövel,,ApeMental Frövel#8557,https://www.op.gg/summoners/euw/ApeMental%20Fr%C3%B6vel-8557,,Jugador,
División 4,Diverbot Papea,eltioroberto#2768,eltioroberto,,eltioroberto#6315,https://www.op.gg/summoners/euw/eltioroberto-6315,,Jugador,
División 4,TAXERS,TAX Galvany#2045,TAX Galvany,,TAX Galvany#TAX,https://www.op.gg/summoners/euw/TAX%20Galvany-TAX,,Capitán,
División 4,TAXERS,eguirado4#6196,eguirado4,,eguirado4#TAX,https://www.op.gg/summoners/euw/eguirado4-TAX,,Jugador,
División 4,TAXERS,Henriixx#5874,Henriixx,,Henriixx#EUW,https://www.op.gg/summoners/euw/Henriixx-EUW,,Jugador,
División 4,TAXERS,DanielRN#9601,DanielRN,,DanielRN#EUW,https://www.op.gg/summoners/euw/DanielRN-EUW,,Jugador,
División 4,TAXERS,AlexGalPar14#8377,AlexGalPar14,,,,,Jugador,
División 4,TAXERS,WIZARD#4954,WIZARD,,,,,Jugador,
División 4,TAXERS,TAX POLENS#9105,TAX POLENS,,CozzyTherian#TAX,https://www.op.gg/summoners/euw/CozzyTherian-TAX,,Jugador,
División 4,TAXERS,Sinael#2170,Sinael,,Sinael#PROD,https://www.op.gg/summoners/euw/Sinael-PROD,,Jugador,
División 4,TAXERS,Conclusión#9813,Conclusión,,Conclusión#EUW,https://www.op.gg/summoners/euw/Conclusi%C3%B3n-EUW,,Jugador,
División 4,TAXERS,Sardinilla#5832,Sardinilla,,Sardinilla#009,https://www.op.gg/summoners/euw/Sardinilla-009,,Jugador,
División 4,Equipo Queixo,OPericao#1077,OPericao,,OPericao#EUW,https://www.op.gg/summoners/euw/OPericao-EUW,,Capitán,
División 4,Equipo Queixo,Braisinn#2359,Braisinn,,Braisinn#EUW,https://www.op.gg/summoners/euw/Braisinn-EUW,,Jugador,
División 4,Equipo Queixo,litos#7854,litos,,litos#SYLAS,https://www.op.gg/summoners/euw/litos-SYLAS,,Jugador,
División 4,Equipo Queixo,Marcogomez56#2682,Marcogomez56,,Marcogomez56#4232,https://www.op.gg/summoners/euw/Marcogomez56-4232,,Jugador,
División 4,Equipo Queixo,Ctxulu#6989,Ctxulu,,Ctxulu#2037,https://www.op.gg/summoners/euw/Ctxulu-2037,,Jugador,
División 4,Equipo Queixo,Cyberya Lyr3#4547,Cyberya Lyr3,,Cyberya Lyr3#EXO,https://www.op.gg/summoners/euw/Cyberya%20Lyr3-EXO,,Jugador,
División 4,IDK,Virllil#1228,Virllil,,Virllil#Vir,https://www.op.gg/summoners/euw/Virllil-Vir,,Entrenador,
División 4,IDK,IDK SRRA#1399,IDK SRRA,,IDK SRRA#uwu,https://www.op.gg/summoners/euw/IDK%20SRRA-uwu,,Capitán,
División 4,IDK,IDK Abyss#1013,IDK Abyss,,Custos Abyssi#ABYS,https://www.op.gg/summoners/euw/Custos%20Abyssi-ABYS,,Reserva,
División 4,IDK,MVP Tulix#7215,MVP Tulix,,MVP Tulix#EUW,https://www.op.gg/summoners/euw/MVP%20Tulix-EUW,,Reserva,
División 4,IDK,IDK Qlon#6797,IDK Qlon,,IDK Qlon#EUW,https://www.op.gg/summoners/euw/IDK%20Qlon-EUW,,Jugador,
División 4,IDK,IDK Taburete#8231,IDK Taburete,,IDK Carajillo#Mommy,https://www.op.gg/summoners/euw/IDK%20Carajillo-Mommy,,Jugador,
División 4,IDK,IDK Tenji#1383,IDK Tenji,,IDK Tenji#6969,https://www.op.gg/summoners/euw/IDK%20Tenji-6969,,Jugador,
División 4,IDK,TinkyWinky#9454,TinkyWinky,,RD TinkyWinky#RDTOP,https://www.op.gg/summoners/euw/RD%20TinkyWinky-RDTOP,,Jugador,
División 4,GenYi,fulgonn#8611,fulgonn,,fulgonn#akane,https://www.op.gg/summoners/euw/fulgonn-akane,,Capitán,
División 4,GenYi,PlatoWasFlexing#4239,PlatoWasFlexing,,PlatoWasFlexing#PLATO,https://www.op.gg/summoners/euw/PlatoWasFlexing-PLATO,,Capitán,
División 4,GenYi,NL Volibear#2873,SION,,TANK TO GLORY#PUSH,https://www.op.gg/summoners/euw/TANK%20TO%20GLORY-PUSH,,Reserva,
División 4,GenYi,Pingutaro#4594,Pingutaro,,Pingutaro#6o7,https://www.op.gg/summoners/euw/Pingutaro-6o7,,Reserva,
División 4,GenYi,brigand raider#4509,brigand raider,,brigand raider#LISA,https://www.op.gg/summoners/euw/brigand%20raider-LISA,,Jugador,
División 4,GenYi,PlatoIsFlexing#5185,PlatoIsFlexing,,Baki Hanma#H4NM4,https://www.op.gg/summoners/euw/Baki%20Hanma-H4NM4,,Jugador,
División 4,GenYi,ByLuby22#3521,ByLuby22,,Adryx#2005,https://www.op.gg/summoners/euw/Adryx-2005,,Jugador,
División 4,GenYi,Blupacinibardini#9494,Blupacinibardini,,Blupacinibardini#meep,https://www.op.gg/summoners/euw/Blupacinibardini-meep,,Jugador,
División 4,GenYi,R0bbyHo0d754#1374,R0bbyHo0d754,,SuppEzRole#NOOBS,https://www.op.gg/summoners/euw/SuppEzRole-NOOBS,,Jugador,
División 4,Koryu Budo Saru,PACOPEPE#4192,PACOPEPE,,PACOPEPE#EUW,https://www.op.gg/summoners/euw/PACOPEPE-EUW,,Staff,
División 4,Koryu Budo Saru,D4dtor#8759,D4dtor,,D4dtor#444,https://www.op.gg/summoners/euw/D4dtor-444,,Capitán,
División 4,Koryu Budo Saru,sustanon#6876,sustanon,,sustanon#EUW,https://www.op.gg/summoners/euw/sustanon-EUW,,Jugador,
División 4,Koryu Budo Saru,AlejandroMag#5120,AlejandroMag,,AlejandroMag#963,https://www.op.gg/summoners/euw/AlejandroMag-963,,Jugador,
División 4,Koryu Budo Saru,ElRexito#6771,ElRexito,,limpiar enyoyer#DATO,https://www.op.gg/summoners/euw/limpiar%20enyoyer-DATO,,Jugador,
División 4,Koryu Budo Saru,StylΣr#9852,StylΣr,,SτyłΣR#Pingu,https://www.op.gg/summoners/euw/S%CF%84y%C5%82%CE%A3R-Pingu,,Jugador,
División 4,Koryu Budo Saru,WR Almope#4167,WR Almope,,Almo#ALMO,https://www.op.gg/summoners/euw/Almo-ALMO,,Jugador,
División 4,Koryu Budo Saru,Tusk0 Jones#4106,Tusk0 Jones,,Tusk0 Jones#PRYCA,https://www.op.gg/summoners/euw/Tusk0%20Jones-PRYCA,,Jugador,
División 4,Koryu Budo Saru,LasVerdunch#5834,Sporfu,,sporfu#LPS,https://www.op.gg/summoners/euw/sporfu-LPS,,Jugador,
División 4,Dragons Of Blossom Hikari,Ady Potter#8328,Ady Potter,,DoB AdyPotter#DoB,https://www.op.gg/summoners/euw/DoB%20AdyPotter-DoB,,Capitán,
División 4,Dragons Of Blossom Hikari,Modric Shaolin#7518,Modric Shaolin,,T33 KataLord#T33,https://www.op.gg/summoners/euw/T33%20KataLord-T33,,Jugador,
